Area,Bedrooms,Sales,Price,PΔ1M,PΔ1Q,PΔ6M,PΔ1Y,PΔ3Y,PΔ5Y,PΔ10Y,Rentals,Rent,RΔ1M,RΔ1Q,RΔ6M,RΔ1Y,RΔ3Y,RΔ5Y,RΔ10Y,Yield,CG Low,CG High,ROI Low,ROI High,Rent Increase,Volatility Index,Growth Rate,GRC Index,GRC Minima,GPD 3Y,GPD 5Y,GPD 10Y,GSP 3Y,GSP 5Y,GSP 10Y,future_metric_01,future_metric_02,future_metric_03,IRSAD,RO Ratio,UHV Ratio,UH Ratio,Affordability Index,SoM%,SoM LS,SoM SS,Inventory,Inventory LS,Inventory SS,Hold Period,HP LS,HP SS,BA Ratio,future_metric_04,future_metric_05,DoM,DoM LS,DoM SS,Discounting,Vacancy Rate,VR LS,VR SS,Clearance Rate,CR LS,CR SS,Auctions,Buy SI,Buy SI LS,Buy SI SS,Rent SI,Rent SI LS,Rent SI SS,future_metric_06,future_metric_07,Confidence,Sales Ratio,Rentals Ratio,Population,Dwellings,School Rank,Infra. Spend,future_metric_15,future_metric_16,EDI,MADI,Flood,Bushfire,Lower Risk,Cashflow,Capital Growth,Overall RCS,Nearest GPO,SA4,GCC,State,lga_pid,Data Level,Confidence.1,Property Type,15_Main Dashboard - HtAG Analytics (3).xlsx
"North Gosford, NSW 2250",All,1,879941,0.003,0.0089,0.0203,0.0387,0.05769999999999999,0.5021,0.986,4,616,0.0016,0.0016,0.0098,0.0787,0.1576,0.4184,0.5347999999999999,0.0364,-0.09,0.17,-0.06,0.2,0.0327,8,(+)Peak,172,-0.0683,-0.2205,0.0496,-0.2607,0.0152,-0.0783,-0.0821,0,0,0,4,0.49,0.62,0.3,47.18,0.002,-0.0004,0.0002,0.7,0.01,0.07,11.21,1.6,0.17,0.0,0,0,36,8.91,-5.43,0.0,0.0107,0.001,-0.0013,0.0,0.0,0.0,1,5,0.23,-0.04,5,0.47,0.0,0,0,Medium,0.02,0.02,3986,2471,43,2241,0,0,67,100,100,100,20,71,41,44,52,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Kenthurst, NSW 2156",All,0,2535574,-0.0006,-0.005500000000000001,-0.0208,-0.0277,-0.0223,0.2459,0.4779,1,750,0.0,0.0013,0.0054,0.0431,0.2136,0.3538,0.3489,0.0154,-0.09,0.16,-0.08,0.17,0.0132,7,(-)Increasing,112,-0.073,-0.2457,-0.011,-0.4327,-0.092,-0.3053,-0.3586,0,0,0,10,0.1,0.0,0.03,82.08,0.0009,-0.0003,-0.0003,0.35,0.04,-0.06,10.06,1.34,-0.21,0.0043,0,0,30,6.56,-18.37,0.0,0.038,0.009000000000000001,0.005,0.0,0.0,0.0,0,7,0.89,0.08,5,0.14,0.1,0,0,Medium,0.03,0.01,5313,1906,60,158,0,0,81,96,99,100,71,13,41,42,33,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Epping, NSW 2121",All,1,2736934,0.0019,0.0032,0.0007000000000000001,0.0107,0.09759999999999999,0.5448,0.6484000000000001,19,813,-0.0012,-0.0025,-0.0025,0.0292,0.2787,0.3246,0.3076,0.0154,-0.05,0.13,-0.04,0.15,0.0006,6,(+)Trough,172,-0.08380000000000001,-0.1936,0.0819,-0.427,0.0126,-0.0042,-0.08529999999999999,0,0,0,10,0.42,0.31,0.57,109.58,0.0032,-0.0004,-0.0002,0.84,-0.04,-0.08,12.06,1.72,1.5,0.009000000000000001,0,0,66,6.61,16.15,0.0,0.0274,-0.0061,0.0004,0.7188,-0.0345,0.0824,8,3,-0.34,0.0,4,0.01,0.0,0,0,High,0.01,0.02,29551,13508,72,287,0,0,81,100,98,100,72,16,41,43,16,Sydney - Ryde,Greater Sydney,NSW,NSW314,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chatswood, NSW 2067",2,2,1311276,0.004500000000000001,0.0103,0.0196,0.0518,0.06570000000000001,0.1836,0.4346,58,822,0.0,0.0037,0.0136,0.0314,0.398,0.2627,0.2455,0.0326,-0.04,0.04,-0.01,0.07,0.0009,3,(+)Decreasing,142,-0.0564,-0.0319,0.0051,-0.225,0.0,0.0,0.0,0,0,0,10,0.5,0.44,0.65,52.29,0.0015,0.0,-0.0005,0.69,-0.12,-0.16,9.84,1.55,0.36,0.0,0,0,52,5.28,14.24,0.0,0.021,-0.0064,-0.0008,0.5625,-0.08070000000000001,0.0161,16,5,0.2,0.25,5,0.34,0.02,0,0,High,0.02,0.11,25553,13360,70,20211,0,0,80,100,99,100,76,13,40,43,8,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chatswood, NSW 2067",1,1,811639,0.0022,0.0052,0.0104,0.0343,0.0188,0.0839,0.2287,42,680,0.0,0.0,0.0044,0.0398,0.3992,0.2364,0.2639,0.0436,-0.04,0.04,0.01,0.08,0.0009,3,(+)Decreasing,142,-0.0564,-0.0319,0.0051,-0.225,0.0,0.0,0.0,0,0,0,10,0.5,0.44,0.65,32.36,0.0015,0.0,-0.0005,0.69,-0.12,-0.16,9.84,1.55,0.36,0.0,0,0,52,5.28,14.24,0.0,0.021,-0.0064,-0.0008,0.5625,-0.08070000000000001,0.0161,16,5,0.2,0.25,5,0.34,0.02,0,0,High,0.02,0.11,25553,13360,70,20211,0,0,80,100,99,100,76,13,40,43,8,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chatswood, NSW 2067",3,3,2433465,0.005699999999999999,0.0169,0.0319,0.08800000000000001,0.1652,0.4015,0.754,16,1129,0.0018,0.0071,0.0171,0.0044,0.3353,0.2483,0.2722,0.0241,-0.04,0.04,-0.01,0.06,0.0012,3,(+)Decreasing,142,-0.0564,-0.0319,0.0051,-0.225,0.0,0.0,0.0,0,0,0,10,0.5,0.44,0.65,97.04,0.0015,0.0,-0.0005,0.69,-0.12,-0.16,9.84,1.55,0.36,0.0,0,0,52,5.28,14.24,0.0,0.021,-0.0064,-0.0008,0.5625,-0.08070000000000001,0.0161,16,5,0.2,0.25,5,0.34,0.02,0,0,High,0.02,0.11,25553,13360,70,20211,0,0,80,100,99,100,76,13,40,43,8,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Wolli Creek, NSW 2205",2,6,853772,0.0029,0.0071,0.0137,0.0302,0.05769999999999999,0.1315,0.2042,51,853,-0.0012,-0.0035,-0.006999999999999999,0.0095,0.4792,0.3128,0.4614,0.052,-0.04,0.04,0.01,0.09,0.0001,2,(+)Increasing,176,-0.0331,-0.0127,0.0156,-0.2019,-0.0277,-0.0442,-0.0561,0,0,0,10,0.63,0.0,1.0,35.76,0.0018,-0.0003,-0.0008,0.5,-0.32,-0.24,8.39,0.75,0.62,0.0,0,0,69,0.97,11.55,0.0164,0.023,-0.0035,0.005,0.0,0.0,0.0,3,6,0.38,0.12,6,0.61,-0.04,0,0,High,0.04,0.2,10654,6013,55,70,0,0,71,100,100,100,50,84,40,58,9,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Wolli Creek, NSW 2205",1,8,640769,0.0023,0.0058,0.0115,0.0237,0.0377,0.09269999999999999,0.1152,35,699,-0.0014,0.0,0.0087,0.04650000000000001,0.4603,0.3195,0.4572,0.0567,-0.04,0.04,0.02,0.1,0.0003,2,(+)Increasing,176,-0.0331,-0.0127,0.0156,-0.2019,-0.0277,-0.0442,-0.0561,0,0,0,10,0.63,0.0,1.0,26.84,0.0018,-0.0003,-0.0008,0.5,-0.32,-0.24,8.39,0.75,0.62,0.0,0,0,69,0.97,11.55,0.0164,0.023,-0.0035,0.005,0.0,0.0,0.0,3,6,0.38,0.12,6,0.61,-0.04,0,0,High,0.04,0.2,10654,6013,55,70,0,0,71,100,100,100,50,84,40,58,9,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chatswood, NSW 2067",All,8,1518793,0.004699999999999999,0.0129,0.0244,0.0676,0.1071,0.2681,0.5383,116,877,0.0011,0.0046,0.0139,0.0221,0.3719,0.2507,0.2615,0.03,0.0,0.08,0.03,0.11,0.0364,3,(+)Decreasing,142,-0.0564,-0.0319,0.0051,-0.225,0.0,0.0,0.0,0,0,0,10,0.5,0.44,0.65,60.56,0.0015,0.0,-0.0005,0.69,-0.12,-0.16,9.84,1.55,0.36,0.0,0,0,52,5.28,14.24,0.0,0.021,-0.0064,-0.0008,0.5625,-0.08070000000000001,0.0161,16,5,0.2,0.25,5,0.34,0.02,0,0,High,0.02,0.11,25553,13360,70,20211,0,0,80,100,99,100,76,13,40,43,8,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Bonnyrigg Heights, NSW 2177",All,0,1301623,0.0052,0.016,0.0348,0.09939999999999999,0.1785,0.555,0.8192,6,619,0.0016,0.0016,0.0098,0.0491,0.2302,0.3163,0.3778,0.0247,-0.04,0.12,-0.02,0.15,0.0232,5,(+)Decreasing,194,-0.0211,-0.075,0.1394,-0.1512,-0.0271,-0.1088,-0.105,0,0,0,3,0.2,0.0,0.0,68.91,0.0011,-0.0002,-0.0002,0.68,-0.01,-0.35,13.88,2.08,0.77,0.0067,0,0,35,1.7,2.53,0.0,0.0341,0.0005,0.0053,0.0,0.0,0.0,1,3,-0.08,-0.29,5,0.26,-0.08,0,0,Medium,0.02,0.03,7369,2195,57,346,0,0,60,100,100,100,32,23,40,32,31,Sydney - South West,Greater Sydney,NSW,NSW295,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Wolli Creek, NSW 2205",All,15,747271,0.0027,0.0066,0.0128,0.0274,0.049,0.1146,0.1644,93,915,0.0,0.0,0.005500000000000001,0.04099999999999999,0.525,0.3242,0.5404,0.0637,-0.01,0.07,0.05,0.13,0.012,2,(+)Increasing,176,-0.0331,-0.0127,0.0156,-0.2019,-0.0277,-0.0442,-0.0561,0,0,0,10,0.63,0.0,1.0,31.3,0.0018,-0.0003,-0.0008,0.5,-0.32,-0.24,8.39,0.75,0.62,0.0,0,0,69,0.97,11.55,0.0164,0.023,-0.0035,0.005,0.0,0.0,0.0,3,6,0.38,0.12,6,0.61,-0.04,0,0,High,0.04,0.2,10654,6013,55,70,0,0,71,100,100,100,50,84,40,58,9,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"West Gosford, NSW 2250",All,0,565426,0.0021,0.0062,0.0084,0.0066,0.0263,0.234,0.6363,5,552,0.0,0.0018,0.0036,0.0185,0.2404,0.3663,0.5771000000000001,0.0508,-0.04,0.1,0.01,0.15,0.0,5,(+)Increasing,160,-0.0239,-0.17,-0.0967,-0.2232,0.153,0.0971,0.1964,0,0,0,3,0.47,0.58,0.79,31.47,0.0016,-0.0004,-0.0001,1.36,-0.15,-0.05,6.07,0.99,-0.89,0.013,0,0,58,15.83,-8.02,0.0,0.0049,-0.0006,-0.0003,0.0,0.0,0.0,0,9,1.2,0.0,10,1.6,0.25,0,0,Low,0.01,0.03,1602,2157,49,15660,0,0,77,99,98,100,29,92,40,54,51,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Tamarama, NSW 2026",All,0,4324812,0.0024,0.0079,0.0153,0.0298,0.1026,0.148,0.3683,1,2287,0.0031,-0.0349,-0.1491,-0.2323,-0.1411,0.3169,0.4329,0.0275,-0.11,0.15,-0.08,0.18,0.0401,8,(+)Decreasing,242,0.008100000000000001,0.0147,-0.01,0.0362,0.1595,0.1236,0.1366,0,0,0,10,0.45,0.51,0.57,88.74,0.0031,-0.0015,-0.0001,1.4,-0.22,0.13,13.69,1.67,4.05,0.0,0,0,48,-0.78,2.28,0.0,0.0225,0.0054,-0.0096,0.0,0.0,0.0,1,8,0.38,0.45,4,-0.07,-0.21,0,0,Low,0.01,0.01,1478,882,62,842,0,0,66,100,100,100,28,22,40,30,7,Sydney - Eastern Suburbs,Greater Sydney,NSW,NSW175,Suburbs,1,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Strathfield, NSW 2135",All,5,793238,0.0032,0.0091,0.0179,0.04389999999999999,0.0702,0.1197,0.1546,88,713,0.0014,0.005600000000000001,0.02,0.0721,0.4571,0.2796,0.4483,0.0467,-0.01,0.07,0.04,0.12,0.0243,3,(+)Decreasing,160,-0.0272,0.0068,0.0155,-0.3373,-0.02,-0.0354,-0.0306,0,0,0,10,0.44,0.22,0.5,32.05,0.001,-0.0001,-0.001,0.33,-0.17,-0.36,8.38,1.29,-0.24,0.0,0,0,67,-1.5,11.37,0.0,0.0269,-0.0077,0.0025,0.7802,-0.005600000000000001,0.0894,7,4,0.02,-0.1,5,0.34,0.0,0,0,High,0.02,0.1,25915,10740,65,512,0,0,78,100,94,100,70,52,40,54,12,Sydney - Inner West,Greater Sydney,NSW,NSW196,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Rose Bay, NSW 2029",All,3,4207531,-0.0002,-0.0031,-0.0122,-0.0068,-0.004699999999999999,0.195,0.502,2,2003,0.0005,0.003,0.0198,0.0492,0.1017,0.138,0.2556,0.0248,-0.01,0.07,0.01,0.09,-0.0017,3,(+)Increasing,118,-0.0314,-0.1587,-0.07690000000000001,-0.2998,0.0522,0.1706,0.2703,0,0,0,10,0.42,0.52,0.73,117.35,0.0025,0.0002,-0.001,0.77,0.03,-0.23,11.69,1.82,0.92,0.0221,0,0,23,0.43,4.15,0.0,0.0243,-0.006,0.001,0.6162,-0.0134,-0.1082,9,5,-0.01,-0.18,4,0.02,0.02,0,0,Medium,0.01,0.01,9911,5342,70,518,0,0,81,100,98,100,56,23,40,40,6,Sydney - Eastern Suburbs,Greater Sydney,NSW,NSW175,Suburbs,2,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Monterey, NSW 2217",All,0,796349,0.0028,0.0084,0.0164,0.0354,0.08289999999999999,0.1821,0.3304,10,699,0.0,0.0,0.0087,0.0655,0.3814,0.3264,0.4324,0.04559999999999999,-0.01,0.07,0.04,0.12,-0.0007000000000000001,3,(+)Decreasing,206,-0.017,-0.024,0.006500000000000001,-0.2506,0.0062,0.0233,0.1099,0,0,0,9,0.31,0.3,0.54,34.45,0.0033,0.0001,0.0001,1.14,-0.08,-0.01,7.48,1.28,-1.0,0.0049,0,0,46,-0.19,6.12,0.0,0.0305,-0.007800000000000001,0.0027,0.0,-0.0563,-0.0833,1,5,0.37,0.0,4,0.02,-0.39,0,0,Medium,0.01,0.06,4619,2145,55,7,0,0,89,100,98,100,72,26,40,46,13,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,2,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Kyeemagh, NSW 2216",All,0,1994334,0.0018,0.0034,0.0025,0.0134,0.0374,0.3351,0.5537,7,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0235,-0.01,0.08,0.02,0.1,0.0,3,(+)Increasing,178,-0.04,-0.1699,-0.0023,-0.2324,0.0192,-0.1266,-0.0713,0,0,0,8,0.12,0.0,0.07,104.68,0.0025,0.0004,-0.0011,1.0,-0.63,-0.63,10.49,0.89,0.64,0.0074,0,0,61,5.87,16.31,0.0,0.0545,-0.004,0.0113,0.0,0.0,0.0,0,3,0.0,0.0,4,0.0,0.0,0,0,Low,0.03,0.02,935,440,59,18,0,0,80,100,100,100,61,11,40,37,10,Sydney - Inner South West,Greater Sydney,NSW,NSW335,Suburbs,1,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Kogarah Bay, NSW 2217",All,0,2802484,0.0032,0.0072,0.0121,0.0366,0.1169,0.5184000000000001,0.9754999999999999,2,849,0.0024,0.0024,0.0012,0.0059,0.1869,0.402,0.4956,0.0158,-0.03,0.11,-0.01,0.12,0.0285,4,(+)Increasing,206,-0.0036,-0.1628,0.007800000000000001,-0.2477,0.06849999999999999,0.0389,0.3766,0,0,0,10,0.14,0.0,0.08,99.37,0.0029,-0.0003,0.0005,1.76,0.1,0.31,12.9,1.63,0.35,0.0037,0,0,30,2.53,2.99,0.0,0.0526,0.0066,0.008199999999999999,0.0,0.0,0.0,2,3,-0.11,0.1,5,0.01,0.12,0,0,Low,0.02,0.03,2102,969,55,2867,0,0,90,100,100,100,84,17,40,47,15,Sydney - Inner South West,Greater Sydney,NSW,NSW325,Suburbs,1,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chippendale, NSW 2008",2,2,1159349,0.0021,0.005500000000000001,0.008,0.0246,0.0013,0.0834,0.1655,25,974,0.0021,0.0062,0.0156,0.0394,0.5062,0.3066,0.2417,0.0437,-0.07,0.08,-0.03,0.12,0.001,5,(+)Increasing,166,-0.0333,-0.0596,-0.0019,-0.4059,-0.0574,-0.0959,-0.2587,0,0,0,10,0.76,0.49,0.9,49.26,0.0021,0.0001,-0.0007000000000000001,0.76,-0.2,-0.48,10.24,1.4,0.76,0.0,0,0,96,5.07,20.35,0.0,0.0215,-0.0071,-0.004099999999999999,0.8332999999999999,0.03700000000000001,0.1562,6,7,0.74,0.12,9,1.39,-0.1,0,0,High,0.03,0.16,7803,5518,61,4499,0,0,79,100,100,100,27,89,39,52,2,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chippendale, NSW 2008",1,4,671108,0.0021,0.004500000000000001,0.0059,0.0188,-0.0004,0.0581,0.1097,42,800,0.0012,0.0038,0.0139,0.0666,0.5924,0.3485,0.459,0.062,-0.07,0.08,-0.01,0.14,0.0011,5,(+)Increasing,166,-0.0333,-0.0596,-0.0019,-0.4059,-0.0574,-0.0959,-0.2587,0,0,0,10,0.76,0.49,0.9,28.51,0.0021,0.0001,-0.0007000000000000001,0.76,-0.2,-0.48,10.24,1.4,0.76,0.0,0,0,96,5.07,20.35,0.0,0.0215,-0.0071,-0.004099999999999999,0.8332999999999999,0.03700000000000001,0.1562,6,7,0.74,0.12,9,1.39,-0.1,0,0,High,0.03,0.16,7803,5518,61,4499,0,0,79,100,100,100,27,89,39,52,2,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Chippendale, NSW 2008",All,10,915229,0.0021,0.0051,0.0073,0.0225,0.0007000000000000001,0.07400000000000001,0.1444,70,1071,0.0019,0.0075,0.0209,0.0613,0.6184000000000001,0.399,0.4403,0.0609,-0.04,0.11,0.02,0.17,0.0389,5,(+)Increasing,166,-0.0333,-0.0596,-0.0019,-0.4059,-0.0574,-0.0959,-0.2587,0,0,0,10,0.76,0.49,0.9,38.89,0.0021,0.0001,-0.0007000000000000001,0.76,-0.2,-0.48,10.24,1.4,0.76,0.0,0,0,96,5.07,20.35,0.0,0.0215,-0.0071,-0.004099999999999999,0.8332999999999999,0.03700000000000001,0.1562,6,7,0.74,0.12,9,1.39,-0.1,0,0,High,0.03,0.16,7803,5518,61,4499,0,0,79,100,100,100,27,89,39,52,2,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,3,Units,12_Main Dashboard - HtAG Analytics (3).xlsx
"Caddens, NSW 2747",All,7,1321388,0.0048,0.0114,0.0263,0.06860000000000001,0.1574,0.5763,1.6822,3,787,0.0013,0.0051,0.0129,0.0368,0.2312,0.354,0.4868,0.031,-0.01,0.11,0.02,0.14,0.0226,4,(+)Decreasing,242,0.0271,-0.301,-0.1532,-1.6885,-0.0006,-0.0128,0.7533,0,0,0,10,0.55,0.0,0.0,47.66,0.0027,0.0011,-0.0023,1.06,0.35,-1.06,7.17,1.63,0.57,0.0209,0,0,53,5.4,1.53,0.0,0.019,0.0033,0.0023,0.0,0.0,0.0,1,5,0.23,-0.12,5,-0.06,0.02,0,0,High,0.03,0.03,3487,1330,48,172,0,0,60,100,100,100,13,29,39,27,45,Sydney - Outer West and B…,Greater Sydney,NSW,NSW217,Suburbs,3,Houses,12_Main Dashboard - HtAG Analytics (3).xlsx
"Gosford, NSW 2250",All,0,993347,0.003,0.0091,0.0233,0.0432,0.0105,0.522,1.011,1,572,0.0017,0.0035,0.0017,-0.0418,0.167,0.4254,0.6186,0.0299,-0.02,0.09,0.01,0.11,0.0327,4,(+)Peak,136,-0.0501,-0.2598,0.0348,-0.2311,-0.032,-0.0584,-0.0571,0,0,0,6,0.65,0.58,0.94,52.59,0.0205,-0.0013,0.0019,4.57,0.28,-0.04,9.68,1.64,1.25,0.0,0,0,96,1.7,-3.58,0.02,0.0084,-0.0016,0.0008,0.0,0.0,0.0,2,3,-0.25,0.0,5,0.31,0.29,0,0,Low,0.0,0.0,4873,4198,68,3289,0,0,67,100,100,100,14,47,3,21,51,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Houses,16_Main Dashboard - HtAG Analytics (3).xlsx
"Fairfield, NSW 2165",All,1,1230929,0.0052,0.0203,0.0442,0.1162,0.1743,0.6325999999999999,0.7831,13,577,0.0,0.0,0.0052,0.051,0.2329,0.2654,0.3481,0.0244,-0.05,0.14,-0.03,0.16,0.0095,6,(+)Decreasing,182,-0.0563,-0.0935,0.2068,-0.2142,-0.0313,-0.0312,-0.1411,0,0,0,1,0.58,0.36,0.52,96.71,0.0012,-0.0006,-0.0006,0.47,-0.27,-0.21,10.03,1.16,1.24,0.013,0,0,37,0.86,5.03,0.0,0.0137,-0.0039,0.0023,0.0,0.0274,-0.1044,2,3,-0.34,0.0,5,0.32,0.06,0,0,Medium,0.01,0.02,18596,7980,49,581,0,0,60,100,96,100,3,32,3,13,24,Sydney - South West,Greater Sydney,NSW,NSW295,Suburbs,2,Houses,16_Main Dashboard - HtAG Analytics (3).xlsx
"Bringelly, NSW 2556",All,0,3491123,0.0038,0.0161,0.0327,0.0758,0.1639,0.5213,1.0287,3,680,0.0,0.0,0.0,0.0029,0.1333,0.1371,0.2546,0.0101,-0.03,0.11,-0.02,0.12,-0.0007000000000000001,4,(+)Decreasing,242,0.0058,-0.1315,0.0261,-0.3794,0.0053,-0.0473,0.2243,0,0,0,6,0.21,0.0,0.01,178.75,0.0036,0.0005,-0.0004,2.16,0.12,-0.34,6.32,1.03,-3.25,0.9,0,0,124,5.27,0.88,0.0,0.0495,0.0083,-0.0192,0.0,0.0,0.0,0,3,-0.34,0.0,5,0.24,-0.33,0,0,Low,0.02,0.06,2433,477,45,5594,0,0,70,92,99,100,13,11,2,9,45,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,1,Houses,16_Main Dashboard - HtAG Analytics (3).xlsx
"Gables, NSW 2765",All,10,1444157,0.0023,0.004,0.0006,0.0197,0.1411,0.8476,0.9373999999999999,10,633,-0.0016,0.0,0.0112,0.0676,0.2272,0.3362,0.2742,0.0228,-0.09,0.17,-0.06,0.19,-0.0008,10,(+)Trough,192,-0.0625,-0.2301,0.2252,-0.4556,0.07139999999999999,0.2964,0.1009,0,0,0,10,0.2,0.0,0.0,48.82,0.0044,0.0021,-0.0007000000000000001,0.96,0.5,-0.15,3.83,-0.24,0.09,0.1172,0,0,90,12.13,6.33,0.0,0.0576,0.0154,0.0194,0.0,0.0,0.0,2,6,0.0,0.0,4,0.0,0.0,0,0,High,0.05,0.04,3339,2629,60,11314,0,0,90,100,45,45,22,2,2,9,39,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,3,Houses,16_Main Dashboard - HtAG Analytics (3).xlsx
"Umina Beach, NSW 2257",All,0,1033687,0.005500000000000001,0.0191,0.04190000000000001,0.0837,0.296,0.6127,1.4899,11,573,0.0,0.0035,0.016,0.0418,0.1646,0.3774,0.528,0.0288,-0.09,0.17,-0.06,0.2,0.0,8,(+)Decreasing,242,0.0072,0.0006,0.0696,0.0733,0.4227,0.4758,1.05,0,0,0,4,0.33,0.86,0.03,54.08,0.0132,0.0005,0.0028,4.8,0.73,1.15,8.17,0.42,0.93,0.0061,0,0,62,11.23,8.41,0.0,0.0223,0.0016,-0.0004,0.0,-0.1947,0.0,1,5,-0.09,0.0,5,0.56,-0.02,0,0,Low,0.0,0.02,17372,8740,58,76,0,0,79,100,99,100,50,16,2,23,40,Central Coast,Greater Sydney,NSW,NSW327,Suburbs,1,Units,16_Main Dashboard - HtAG Analytics (3).xlsx
"Sadleir, NSW 2168",All,0,944865,0.005500000000000001,0.0146,0.0337,0.0836,0.1297,0.5769,0.8123999999999999,3,550,0.0018,0.0036,0.0147,0.0678,0.3088,0.3741,0.4424,0.0303,-0.03,0.11,0.0,0.14,0.0243,4,(+)Decreasing,174,-0.0584,-0.1425,0.1232,-0.3593,-0.0289,0.0083,0.008,0,0,0,1,0.52,0.0,0.0,80.15,0.003,0.0002,0.001,1.34,0.13,0.48,9.54,1.37,1.34,0.008,0,0,52,7.79,9.91,0.0,0.0168,-0.0021,0.0037,0.0,0.0,0.0,3,5,0.05,0.12,5,0.28,0.02,0,0,Medium,0.02,0.03,3243,1142,42,14,0,0,60,100,100,100,4,35,2,14,30,Sydney - South West,Greater Sydney,NSW,NSW275,Suburbs,2,Houses,16_Main Dashboard - HtAG Analytics (3).xlsx
"Menangle Park, NSW 2563",All,0,1132770,0.0008,0.0023,0.004,0.0054,0.0438,0.0356,0.1303,21,690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0317,-0.12,0.14,-0.09,0.17,0.0,10,(+)Increasing,198,-0.0049,0.0116,-0.0247,0.007800000000000001,-0.1031,-0.5378000000000001,-0.6890000000000001,0,0,0,3,0.48,0.0,0.0,54.33,0.0043,-0.0013,-0.0179,0.94,-0.13,-3.29,5.95,-0.17,-0.84,0.0713,0,0,80,5.77,17.06,0.0,0.0391,0.0135,-0.0068,0.0,0.0,0.0,0,3,0.0,0.0,4,0.0,0.0,0,0,Medium,0.04,0.02,224,855,58,5031,0,0,45,100,100,100,1,13,2,5,49,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,2,Houses,16_Main Dashboard - HtAG Analytics (3).xlsx
"Fairfield, NSW 2165",All,5,442185,0.0027,0.0073,0.0137,0.0459,0.0475,0.1747,0.2164,33,442,0.0,0.0023,0.0255,0.0968,0.2346,0.221,0.2451,0.052,-0.02,0.06,0.03,0.11,0.0101,3,(+)Decreasing,102,-0.07919999999999999,-0.0213,0.0266,-0.1721,0.0009,0.015,0.0292,0,0,0,1,0.58,0.36,0.52,34.74,0.001,0.0001,-0.0004,0.42,-0.34,-0.18,8.13,1.39,2.1,0.0,0,0,51,-13.36,9.54,0.0,0.0137,-0.0039,0.0023,0.0,0.0274,-0.1044,2,4,-0.21,0.31,4,-0.16,0.14,0,0,High,0.01,0.05,18596,7980,49,581,0,0,60,100,96,100,5,58,2,22,24,Sydney - South West,Greater Sydney,NSW,NSW295,Suburbs,3,Units,16_Main Dashboard - HtAG Analytics (3).xlsx
